xcl,ycl,xvcl,yvcl,xlt,ylt,xvlt,yvlt,xtt,ytt,xvtt,yvtt
37.772812,26.657089,-0.000000,0.0000000.122565,0.062552,37.666155,26.594910,-0.000000101,0.000000169,37.858837,26.747524,-0.000000,0.000000
37.671555,26.826960,-0.000000,0.0000000.196493,0.079368,37.542728,26.738143,-0.000000102,0.000000168,37.787465,26.900270,-0.000000,0.000000
37.569642,26.996364,-0.000000,0.0000000.125493,0.048675,37.450315,26.889550,-0.000000103,0.000000168,37.722610,27.107214,-0.000000,0.000000
37.467074,27.165298,-0.000000,0.0000000.047932,0.064821,37.315844,27.083880,-0.000000103,0.000000168,37.537759,27.235371,-0.000000,0.000000
37.363856,27.333759,-0.000000,0.0000000.082626,0.101482,37.274421,27.270773,-0.000000104,0.000000167,37.525440,27.386425,-0.000000,0.000000
37.259987,27.501745,-0.000000,0.0000000.079884,0.079871,37.156835,27.425408,-0.000000105,0.000000167,37.398769,27.613198,-0.000000,0.000000
37.155471,27.669253,-0.000000,0.0000000.157894,0.031854,37.014562,27.571135,-0.000000105,0.000000166,37.293638,27.750821,-0.000000,0.000000
37.050311,27.836281,-0.000000,0.0000000.125424,0.092168,36.917434,27.688312,-0.000000106,0.000000166,37.163576,27.856862,-0.000000,0.000000
36.944507,28.002826,-0.000000,0.0000000.118169,0.104923,36.819706,27.939466,-0.000000107,0.000000165,37.102667,28.084596,-0.000000,0.000000
36.838062,28.168885,-0.000000,0.0000000.054550,0.094824,36.753846,28.090826,-0.000000107,0.000000165,36.976484,28.206725,-0.000000,0.000000
36.730979,28.334456,-0.000000,0.0000000.106770,0.126884,36.601518,28.233911,-0.000000108,0.000000164,36.856660,28.415650,-0.000000,0.000000
36.623260,28.499537,-0.000000,0.0000000.171089,0.075552,36.510615,28.377779,-0.000000109,0.000000164,36.730962,28.570222,-0.000000,0.000000
36.514907,28.664124,-0.000000,0.0000000.104758,0.119549,36.363027,28.556796,-0.000000109,0.000000163,36.620414,28.751512,-0.000000,0.000000
36.405923,28.828215,-0.000000,0.0000000.145826,0.063208,36.296785,28.809931,-0.000000110,0.000000163,36.474373,28.885649,-0.000000,0.000000
36.296309,28.991808,-0.000000,0.0000000.106997,0.136827,36.193744,28.914615,-0.000000110,0.000000162,36.378271,29.074873,-0.000000,0.000000
36.186068,29.154899,-0.000000,0.0000000.028422,0.088466,36.134368,29.132536,-0.000000111,0.000000162,36.301690,29.282244,-0.000000,0.000000
36.075202,29.317488,-0.000000,0.0000000.104465,0.076032,35.942315,29.250797,-0.000000112,0.000000161,36.238288,29.392730,-0.000000,0.000000
35.963713,29.479570,-0.000000,0.0000000.059063,0.133587,35.814091,29.385844,-0.000000112,0.000000161,36.080571,29.524010,-0.000000,0.000000
35.851605,29.641145,-0.000000,0.0000000.069980,0.215772,35.676092,29.514316,-0.000000113,0.000000160,35.914310,29.758620,-0.000000,0.000000
35.738878,29.802208,-0.000000,0.0000000.100455,0.157504,35.649048,29.725965,-0.000000113,0.000000160,35.835307,29.926439,-0.000000,0.000000
35.625536,29.962758,-0.000000,0.0000000.095119,0.059659,35.487458,29.871819,-0.000000114,0.000000159,35.747102,30.069550,-0.000000,0.000000
35.511581,30.122792,-0.000000,0.0000000.131279,0.120827,35.398531,30.066687,-0.000000115,0.000000159,35.616006,30.194007,-0.000000,0.000000
35.397015,30.282308,-0.000000,0.0000000.157006,0.084799,35.257167,30.155334,-0.000000115,0.000000158,35.515831,30.360593,-0.000000,0.000000
35.281840,30.441304,-0.000000,0.0000000.116164,0.168261,35.198997,30.381981,-0.000000116,0.000000158,35.335702,30.576724,-0.000000,0.000000
35.166059,30.599777,-0.000000,0.0000000.064491,0.076528,35.066210,30.484509,-0.000000116,0.000000157,35.245049,30.737326,-0.000000,0.000000
35.049675,30.757724,-0.000000,0.0000000.107944,0.114179,34.962687,30.657016,-0.000000117,0.000000157,35.170517,30.854472,-0.000000,0.000000
34.932689,30.915143,-0.000000,0.0000000.124019,0.205049,34.824432,30.785708,-0.000000118,0.000000156,35.019842,30.990482,-0.000000,0.000000
34.815104,31.072032,-0.000000,0.0000000.035611,0.203711,34.729983,30.981800,-0.000000118,0.000000156,34.899014,31.110072,-0.000000,0.000000
34.696922,31.228389,-0.000000,0.0000000.107008,0.031325,34.595336,31.165662,-0.000000119,0.000000155,34.816159,31.301380,-0.000000,0.000000
34.578146,31.384211,-0.000000,0.0000000.066475,0.225579,34.460602,31.275008,-0.000000119,0.000000155,34.665098,31.469788,-0.000000,0.000000
34.458779,31.539496,-0.000000,0.0000000.070894,0.115473,34.338807,31.457724,-0.000000120,0.000000154,34.550603,31.598861,-0.000000,0.000000
34.338821,31.694241,-0.000000,0.0000000.040666,0.209326,34.262748,31.596942,-0.000000120,0.000000154,34.403595,31.808669,-0.000000,0.000000
34.218277,31.848445,-0.000000,0.0000000.069422,0.051684,34.116878,31.761302,-0.000000121,0.000000153,34.346714,31.929944,-0.000000,0.000000
34.097149,32.002104,-0.000000,0.0000000.147098,0.104819,34.009298,31.880898,-0.000000122,0.000000152,34.170573,32.124767,-0.000000,0.000000
33.975438,32.155217,-0.000000,0.0000000.127945,0.101758,33.895854,32.057814,-0.000000122,0.000000152,34.073199,32.281229,-0.000000,0.000000
33.853147,32.307782,-0.000000,0.0000000.167788,0.120776,33.767702,32.231099,-0.000000123,0.000000151,33.960172,32.421953,-0.000000,0.000000
33.730280,32.459796,-0.000000,0.0000000.071047,0.093766,33.614388,32.363367,-0.000000123,0.000000151,33.840444,32.511373,-0.000000,0.000000
33.606837,32.611256,-0.000000,0.0000000.114284,0.115389,33.512477,32.524348,-0.000000124,0.000000150,33.720098,32.690072,-0.000000,0.000000
33.482822,32.762161,-0.000000,0.0000000.091823,0.123894,33.370900,32.681092,-0.000000125,0.000000150,33.564950,32.892902,-0.000000,0.000000
33.358238,32.912509,-0.000000,0.0000000.064807,0.068905,33.211452,32.779314,-0.000000125,0.000000149,33.450728,33.019249,-0.000000,0.000000
33.233086,33.062297,-0.000000,0.0000000.041800,0.110366,33.083713,32.995121,-0.000000125,0.000000149,33.310521,33.115690,-0.000000,0.000000
33.107369,33.211523,-0.000000,0.0000000.086475,0.168923,32.978052,33.089558,-0.000000126,0.000000148,33.210603,33.295152,-0.000000,0.000000
32.981090,33.360184,-0.000000,0.0000000.092572,0.163694,32.902679,33.265984,-0.000000127,0.000000147,33.023226,33.462899,-0.000000,0.000000
32.854251,33.508280,-0.000000,0.0000000.153692,0.090598,32.743083,33.422316,-0.000000128,0.000000147,32.959750,33.582001,-0.000000,0.000000
32.726855,33.655807,-0.000000,0.0000000.113311,0.075739,32.568164,33.560535,-0.000000128,0.000000146,32.835158,33.710916,-0.000000,0.000000
32.598904,33.802763,-0.000000,0.0000000.155559,0.134951,32.476256,33.725734,-0.000000129,0.000000145,32.695442,33.889614,-0.000000,0.000000
32.470400,33.949147,-0.000000,0.0000000.127063,0.088523,32.348099,33.793445,-0.000000129,0.000000145,32.533070,34.031583,-0.000000,0.000000
32.341347,34.094956,-0.000000,0.0000000.137859,0.182330,32.210100,34.000818,-0.000000130,0.000000144,32.460097,34.226336,-0.000000,0.000000
32.211746,34.240188,-0.000000,0.0000000.066841,0.099083,32.117306,34.117081,-0.000000130,0.000000144,32.336720,34.358475,-0.000000,0.000000
32.081601,34.384841,-0.000000,0.0000000.111190,0.065107,32.006388,34.264716,-0.000000131,0.000000143,32.157640,34.514299,-0.000000,0.000000
31.950914,34.528913,-0.000000,0.0000000.079511,0.084983,31.846559,34.419745,-0.000000131,0.000000143,32.034407,34.630911,-0.000000,0.000000
31.819686,34.672401,-0.000000,0.0000000.114250,0.176664,31.729798,34.570563,-0.000000132,0.000000142,31.927991,34.803859,-0.000000,0.000000
31.687922,34.815305,-0.000000,0.0000000.066774,0.166248,31.615701,34.733387,-0.000000132,0.000000142,31.757293,34.927908,-0.000000,0.000000
31.555624,34.957621,-0.000000,0.0000000.147643,0.087342,31.436595,34.889578,-0.000000133,0.000000141,31.654490,35.064724,-0.000000,0.000000
31.422793,35.099348,-0.000000,0.0000000.227279,0.059862,31.317878,35.028529,-0.000000134,0.000000140,31.564900,35.203851,-0.000000,0.000000
31.289433,35.240483,-0.000000,0.0000000.124078,0.084195,31.190051,35.127879,-0.000000134,0.000000140,31.447105,35.390804,-0.000000,0.000000
31.155547,35.381026,-0.000000,0.0000000.170828,0.057743,31.014289,35.259310,-0.000000135,0.000000139,31.274133,35.481662,-0.000000,0.000000
31.021136,35.520973,-0.000000,0.0000000.066516,0.058006,30.992046,35.431800,-0.000000135,0.000000139,31.146056,35.604825,-0.000000,0.000000
30.886203,35.660323,-0.000000,0.0000000.051256,0.092754,30.841011,35.617336,-0.000000135,0.000000138,31.013142,35.807456,-0.000000,0.000000
30.750752,35.799073,-0.000000,0.0000000.129274,0.043212,30.698099,35.698809,-0.000000136,0.000000137,30.832420,35.882645,-0.000000,0.000000
30.614784,35.937223,-0.000000,0.0000000.127695,0.071057,30.543724,35.792714,-0.000000136,0.000000137,30.687870,36.033230,-0.000000,0.000000
30.478302,36.074769,-0.000000,0.0000000.084140,0.102582,30.400544,35.977724,-0.000000137,0.000000136,30.596342,36.184491,-0.000000,0.000000
30.341309,36.211710,-0.000000,0.0000000.128464,0.173407,30.276879,36.101982,-0.000000137,0.000000135,30.426629,36.342645,-0.000000,0.000000
30.203808,36.348044,-0.000000,0.0000000.174175,0.068008,30.116239,36.201526,-0.000000138,0.000000135,30.292111,36.469117,-0.000000,0.000000
30.065801,36.483770,-0.000000,0.0000000.086419,0.091056,29.960574,36.402439,-0.000000138,0.000000134,30.125824,36.587318,-0.000000,0.000000
29.927290,36.618885,-0.000000,0.0000000.021767,0.086063,29.862823,36.529100,-0.000000139,0.000000134,30.020990,36.709373,-0.000000,0.000000
29.788279,36.753387,-0.000000,0.0000000.165438,0.078234,29.749383,36.656555,-0.000000140,0.000000133,29.929077,36.863020,-0.000000,0.000000
29.648770,36.887275,-0.000000,0.0000000.040755,0.076313,29.535428,36.769564,-0.000000140,0.000000133,29.705062,36.968024,-0.000000,0.000000
29.508765,37.020546,-0.000000,0.0000000.080057,0.149597,29.429040,36.948854,-0.000000140,0.000000132,29.583496,37.118298,-0.000000,0.000000
29.368268,37.153199,-0.000000,0.0000000.052987,0.105907,29.299179,37.051870,-0.000000141,0.000000131,29.420121,37.270982,-0.000000,0.000000
29.227280,37.285232,-0.000000,0.0000000.045327,0.129264,29.150283,37.156487,-0.000000141,0.000000131,29.321716,37.369470,-0.000000,0.000000
29.085805,37.416644,-0.000000,0.0000000.204495,0.062690,29.010287,37.284525,-0.000000142,0.000000130,29.217185,37.538981,-0.000000,0.000000
28.943846,37.547432,-0.000000,0.0000000.102027,0.105357,28.865558,37.477226,-0.000000142,0.000000129,29.022485,37.655506,-0.000000,0.000000
28.801404,37.677594,-0.000000,0.0000000.090557,0.033893,28.764132,37.612868,-0.000000143,0.000000129,28.853981,37.747181,-0.000000,0.000000
28.658483,37.807130,-0.000000,0.0000000.128917,0.070296,28.629521,37.692187,-0.000000143,0.000000128,28.766760,37.946176,-0.000000,0.000000
28.515085,37.936036,-0.000000,0.0000000.034775,0.207870,28.397034,37.852781,-0.000000144,0.000000128,28.637420,38.067174,-0.000000,0.000000
28.371214,38.064312,-0.000000,0.0000000.125101,0.144885,28.274287,37.935141,-0.000000144,0.000000127,28.430142,38.166171,-0.000000,0.000000
28.226870,38.191956,-0.000000,0.0000000.065003,0.099832,28.115740,38.030317,-0.000000145,0.000000126,28.308430,38.309546,-0.000000,0.000000
28.082059,38.318965,-0.000000,0.0000000.103305,0.066272,27.998603,38.206126,-0.000000145,0.000000126,28.178605,38.441293,-0.000000,0.000000
27.936781,38.445338,-0.000000,0.0000000.085524,0.037174,27.847644,38.306052,-0.000000146,0.000000125,28.013167,38.614985,-0.000000,0.000000
27.791040,38.571074,-0.000000,0.0000000.089836,0.038293,27.696186,38.467554,-0.000000146,0.000000124,27.881883,38.698977,-0.000000,0.000000
27.644838,38.696171,-0.000000,0.0000000.106824,0.132229,27.518631,38.516509,-0.000000147,0.000000124,27.764086,38.816825,-0.000000,0.000000
27.498179,38.820627,-0.000000,0.0000000.052798,0.031817,27.415080,38.709905,-0.000000147,0.000000123,27.612190,38.952289,-0.000000,0.000000
27.351064,38.944440,-0.000000,0.0000000.079463,0.130528,27.331420,38.813168,-0.000000147,0.000000122,27.443807,39.026589,-0.000000,0.000000
27.203497,39.067610,-0.000000,0.0000000.065728,0.152194,27.148663,38.950312,-0.000000148,0.000000122,27.246469,39.194918,-0.000000,0.000000
27.055481,39.190133,-0.000000,0.0000000.064371,0.062565,26.975377,39.036111,-0.000000148,0.000000121,27.131705,39.272362,-0.000000,0.000000
26.907017,39.312009,-0.000000,0.0000000.059009,0.140098,26.816137,39.213546,-0.000000149,0.000000121,26.995245,39.450890,-0.000000,0.000000
26.758109,39.433236,-0.000000,0.0000000.082530,0.232166,26.715662,39.312963,-0.000000149,0.000000120,26.929232,39.544623,-0.000000,0.000000
26.608760,39.553812,-0.000000,0.0000000.066929,0.132414,26.569813,39.439328,-0.000000150,0.000000119,26.668417,39.727058,-0.000000,0.000000
26.458971,39.673736,-0.000000,0.0000000.051649,0.077057,26.338770,39.540181,-0.000000150,0.000000119,26.457519,39.778744,-0.000000,0.000000
26.308747,39.793006,-0.000000,0.0000000.140062,0.045933,26.194748,39.706453,-0.000000151,0.000000118,26.337820,39.905213,-0.000000,0.000000
26.158090,39.911621,-0.000000,0.0000000.052201,0.131587,26.094365,39.787253,-0.000000151,0.000000117,26.251524,40.003424,-0.000000,0.000000
26.007002,40.029579,-0.000000,0.0000000.231943,0.132896,25.947891,39.896990,-0.000000152,0.000000116,26.119695,40.145111,-0.000000,0.000000
25.855486,40.146878,-0.000000,0.0000000.117011,0.070190,25.751334,40.022865,-0.000000152,0.000000116,25.925816,40.317648,-0.000000,0.000000
25.703545,40.263518,-0.000000,0.0000000.220540,0.073438,25.616268,40.167248,-0.000000152,0.000000115,25.794542,40.414371,-0.000000,0.000000
25.551182,40.379496,-0.000000,0.0000000.086650,0.064549,25.425068,40.263118,-0.000000153,0.000000115,25.597960,40.492981,-0.000000,0.000000
25.398399,40.494810,-0.000000,0.0000000.070751,0.061701,25.357593,40.382968,-0.000000153,0.000000114,25.445392,40.561462,-0.000000,0.000000
25.245199,40.609461,-0.000000,0.0000000.154384,0.102627,25.177826,40.480772,-0.000000154,0.000000113,25.345151,40.743820,-0.000000,0.000000
25.091586,40.723445,-0.000000,0.0000000.129168,0.076146,25.037699,40.564596,-0.000000154,0.000000112,25.137359,40.812509,-0.000000,0.000000
24.937561,40.836762,-0.000000,0.0000000.136420,0.089882,24.844873,40.684180,-0.000000154,0.000000112,25.035297,41.019736,-0.000000,0.000000
24.783128,40.949411,-0.000000,0.0000000.085225,0.103347,24.661057,40.850221,-0.000000155,0.000000111,24.821396,41.100102,-0.000000,0.000000
24.628289,41.061388,-0.000000,0.0000000.214518,0.185060,24.534688,40.908888,-0.000000155,0.000000110,24.709879,41.191828,-0.000000,0.000000
24.473047,41.172694,-0.000000,0.0000000.113644,0.089272,24.397188,41.043190,-0.000000155,0.000000110,24.559587,41.280175,-0.000000,0.000000
24.317405,41.283327,-0.000000,0.0000000.059938,0.084014,24.221393,41.212000,-0.000000156,0.000000109,24.448277,41.416203,-0.000000,0.000000
24.161366,41.393286,-0.000000,0.0000000.110173,0.147575,24.120118,41.264488,-0.000000156,0.000000108,24.198660,41.511108,-0.000000,0.000000
24.004932,41.502568,-0.000000,0.0000000.080459,0.139754,23.927680,41.387386,-0.000000157,0.000000108,24.068695,41.667552,-0.000000,0.000000
23.848107,41.611173,-0.000000,0.0000000.045145,0.156826,23.835041,41.508352,-0.000000157,0.000000107,23.908180,41.703958,-0.000000,0.000000
23.690892,41.719100,-0.000000,0.0000000.085966,0.046301,23.611618,41.574205,-0.000000157,0.000000107,23.765291,41.850850,-0.000000,0.000000
23.533292,41.826346,-0.000000,0.0000000.124170,0.089110,23.469713,41.715205,-0.000000158,0.000000106,23.593592,41.976406,-0.000000,0.000000
23.375308,41.932911,-0.000000,0.0000000.101184,0.148300,23.316394,41.769239,-0.000000158,0.000000105,23.492880,42.078067,-0.000000,0.000000
23.216943,42.038794,-0.000000,0.0000000.091721,0.157008,23.213239,41.900280,-0.000000158,0.000000104,23.244955,42.191883,-0.000000,0.000000
23.058201,42.143992,-0.000000,0.0000000.155489,0.082489,22.948246,41.978550,-0.000000159,0.000000104,23.131748,42.245428,-0.000000,0.000000
22.899083,42.248505,-0.000000,0.0000000.060024,0.097182,22.800306,42.160954,-0.000000159,0.000000103,22.975899,42.342482,-0.000000,0.000000
22.739594,42.352331,-0.000000,0.0000000.120574,0.114607,22.676861,42.171960,-0.000000160,0.000000102,22.791653,42.443049,-0.000000,0.000000
22.579735,42.455469,-0.000000,0.0000000.063586,0.052330,22.554203,42.323914,-0.000000160,0.000000102,22.657000,42.588455,-0.000000,0.000000
22.419509,42.557919,-0.000000,0.0000000.060341,0.144835,22.377259,42.438868,-0.000000160,0.000000101,22.498351,42.666285,-0.000000,0.000000
22.258920,42.659677,-0.000000,0.0000000.115560,0.073481,22.206248,42.561781,-0.000000161,0.000000100,22.320948,42.820046,-0.000000,0.000000
22.097970,42.760744,-0.000000,0.0000000.072559,0.131730,22.029668,42.643635,-0.000000161,0.000000100,22.136545,42.911260,-0.000000,0.000000
21.936662,42.861118,-0.000000,0.0000000.102925,0.161962,21.900525,42.698620,-0.000000161,0.000000099,21.967744,43.012597,-0.000000,0.000000
21.774998,42.960798,-0.000000,0.0000000.033373,0.107085,21.793304,42.843086,-0.000000162,0.000000099,21.852411,43.095055,-0.000000,0.000000
21.612982,43.059783,-0.000000,0.0000000.063201,0.151870,21.530898,42.963712,-0.000000162,0.000000098,21.705342,43.241155,-0.000000,0.000000
21.450617,43.158071,-0.000000,0.0000000.108963,0.093732,21.391093,43.008630,-0.000000162,0.000000097,21.529280,43.300140,-0.000000,0.000000
21.287905,43.255662,-0.000000,0.0000000.162088,0.103367,21.244245,43.111729,-0.000000163,0.000000096,21.395095,43.363552,-0.000000,0.000000
21.124848,43.352553,-0.000000,0.0000000.087877,0.069431,21.016694,43.224810,-0.000000163,0.000000096,21.208194,43.512447,-0.000000,0.000000
20.961451,43.448744,-0.000000,0.0000000.138927,0.102632,20.955976,43.308742,-0.000000164,0.000000095,20.990210,43.627400,-0.000000,0.000000
20.797715,43.544235,-0.000000,0.0000000.056580,0.180204,20.710515,43.399307,-0.000000164,0.000000094,20.920091,43.674369,-0.000000,0.000000
20.633644,43.639022,-0.000000,0.0000000.089941,0.047987,20.565397,43.504518,-0.000000164,0.000000093,20.685017,43.792115,-0.000000,0.000000
20.469240,43.733107,-0.000000,0.0000000.151227,0.098101,20.448883,43.605414,-0.000000165,0.000000092,20.544212,43.869818,-0.000000,0.000000
20.304507,43.826486,-0.000000,0.0000000.063934,0.093958,20.267138,43.688985,-0.000000165,0.000000092,20.392012,43.952311,-0.000000,0.000000
20.139446,43.919160,-0.000000,0.0000000.129623,0.098631,20.116839,43.804797,-0.000000165,0.000000091,20.161430,44.096369,-0.000000,0.000000
19.974062,44.011127,-0.000000,0.0000000.134130,0.131400,19.921933,43.887248,-0.000000165,0.000000090,20.067925,44.155208,-0.000000,0.000000
19.808356,44.102387,-0.000000,0.0000000.042583,0.091174,19.784416,43.987317,-0.000000166,0.000000090,19.887771,44.252302,-0.000000,0.000000
19.642332,44.192937,-0.000000,0.0000000.138907,0.085418,19.585062,44.083040,-0.000000166,0.000000089,19.726482,44.387259,-0.000000,0.000000
19.475992,44.282777,-0.000000,0.0000000.109502,0.121764,19.394284,44.130352,-0.000000166,0.000000088,19.573537,44.391356,-0.000000,0.000000
19.309339,44.371907,-0.000000,0.0000000.105103,0.055644,19.263510,44.226637,-0.000000167,0.000000088,19.360829,44.512971,-0.000000,0.000000
19.142377,44.460324,-0.000000,0.0000000.060923,0.163947,19.090471,44.324800,-0.000000167,0.000000087,19.165673,44.566999,-0.000000,0.000000
